,level_0,level_1,pred
370,15,10,3.382577896118164
371,15,11,3.734022378921509
372,15,12,4.677907466888428
373,15,13,5.018037796020508
374,15,14,2.832153797149658
375,15,15,3.4552958011627197
376,15,16,3.1598212718963623
377,15,17,1.5784841775894165
378,15,18,1.4361757040023804
379,15,19,1.1457173824310303
380,15,20,2.2222790718078613
381,15,21,2.0837008953094482
382,15,22,0.839816689491272
383,15,23,0.8840607404708862
384,16,0,1.109545111656189
385,16,1,1.5254155397415161
386,16,2,1.2422726154327393
387,16,3,1.232523798942566
388,16,4,0.14265164732933044
389,16,5,-1.6389408111572266
390,16,6,0.3200797438621521
391,16,7,2.4155380725860596
392,16,8,0.7523850798606873
393,16,9,0.7791522145271301
394,16,10,-0.7826461791992188
395,16,11,2.562361478805542
396,16,12,2.744934558868408
397,16,13,2.600041627883911
398,16,14,2.6375439167022705
399,16,15,2.934171438217163
400,16,16,2.583359479904175
401,16,17,2.0497941970825195
402,16,18,0.42158079147338867
403,16,19,1.590710997581482
404,16,20,1.3636515140533447
405,16,21,0.9934197068214417
406,16,22,1.2800211906433105
407,16,23,1.4011706113815308
408,17,0,1.8261011838912964
409,17,1,1.85779869556427
410,17,2,1.5487817525863647
411,17,3,1.3754289150238037
412,17,4,1.3037352561950684
413,17,5,1.0463920831680298
414,17,6,1.7086013555526733
415,17,7,2.112705707550049
416,17,8,0.9915578961372375
417,17,9,-0.007373213768005371
418,17,10,0.6810358762741089
419,17,11,0.1235353946685791
420,17,12,0.8747648000717163
421,17,13,1.6882243156433105
422,17,14,0.9176921844482422
423,17,15,2.5369441509246826
424,17,16,2.1853911876678467
425,17,17,2.544968605041504
426,17,18,0.13512787222862244
427,17,19,-0.07019346952438354
428,17,20,1.1288073062896729
429,17,21,0.6790297627449036
430,17,22,-0.11322957277297974
431,17,23,-1.7914097309112549
432,18,0,0.5838989019393921
433,18,1,0.3360256552696228
434,18,2,0.5713861584663391
435,18,3,0.4485636353492737
436,18,4,-2.3442494869232178
437,18,5,-0.7663880586624146
438,18,6,-1.3152811527252197
439,18,7,-0.8103897571563721
440,18,8,-0.7605568170547485
441,18,9,0.13431096076965332
442,18,10,1.1530468463897705
443,18,11,1.379581093788147
444,18,12,0.9319114089012146
445,18,13,1.1783301830291748
446,18,14,1.2918834686279297
447,18,15,1.0528258085250854
448,18,16,-1.531585693359375
449,18,17,0.39216580986976624
450,18,18,0.957720160484314
451,18,19,0.4604228734970093
452,18,20,-0.8354098796844482
453,18,21,-1.4104795455932617
454,18,22,-0.5735350847244263
455,18,23,-1.0924293994903564
456,19,0,-1.020131230354309
457,19,1,-2.020339250564575
458,19,2,-1.789928674697876
459,19,3,-0.508560061454773
460,19,4,-0.33873212337493896
461,19,5,-0.4469413757324219
462,19,6,0.20306876301765442
463,19,7,0.1890781819820404
464,19,8,0.7198808193206787
465,19,9,0.6197410821914673
466,19,10,1.3781158924102783
467,19,11,2.417250156402588
468,19,12,2.904221773147583
469,19,13,2.687692880630493
470,19,14,2.2907872200012207
471,19,15,1.0051419734954834
472,19,16,0.9167101979255676
473,19,17,0.2767082750797272
474,19,18,0.5720622539520264
475,19,19,0.227773517370224
476,19,20,-1.1202692985534668
477,19,21,-2.0141940116882324
478,19,22,-0.9643592834472656
479,19,23,-2.2748353481292725
480,20,0,-2.430995464324951
481,20,1,-2.898926258087158
482,20,2,-2.442919969558716
483,20,3,-2.1203126907348633
484,20,4,-2.9297592639923096
485,20,5,-3.767080307006836
486,20,6,-3.865813732147217
487,20,7,-3.05937123298645
488,20,8,-1.3455698490142822
489,20,9,-0.8645012378692627
490,20,10,-0.8230435848236084
491,20,11,-0.3781147599220276
492,20,12,-3.206820487976074
493,20,13,-2.3119351863861084
494,20,14,-0.2977689504623413
495,20,15,-0.5393447875976562
496,20,16,-1.193666696548462
497,21,0,-0.06287956237792969
498,21,1,-0.21587085723876953
499,21,2,0.24713799357414246
500,21,3,-0.13582265377044678
501,21,4,-0.5008331537246704
502,21,5,-0.19570517539978027
503,21,6,-0.47123801708221436
504,21,7,-0.8672984838485718
505,21,8,-0.4873027801513672
506,21,9,-0.6805191040039062
507,21,10,0.08904659748077393
508,21,11,0.6406774520874023
509,21,12,0.5406865477561951
510,21,13,0.4546373784542084
511,21,14,0.5853748917579651
512,21,15,0.6572290658950806
513,21,16,0.9487621784210205
514,21,17,1.009228229522705
515,21,18,0.9536694288253784
516,21,19,0.9148021936416626
517,21,20,1.045243740081787
518,21,21,0.9192559719085693
519,21,22,0.9038307666778564
520,21,23,0.32911181449890137
521,22,0,0.6908186674118042
522,22,1,1.3755701780319214
523,22,2,1.335634708404541
524,22,3,1.874670147895813
525,22,4,1.858707070350647
526,22,5,1.595363736152649
527,22,6,1.7554258108139038
528,22,7,2.8123931884765625
529,22,8,3.1661336421966553
530,22,9,4.268058776855469
531,22,10,5.116226673126221
532,22,11,5.581142902374268
533,22,12,5.2512006759643555
534,22,13,5.866093635559082
535,22,14,5.935737133026123
536,22,15,6.040182113647461
537,22,16,5.258630275726318
538,22,17,5.860664367675781
539,22,18,6.374189376831055
540,22,19,5.607662200927734
541,22,20,6.462067604064941
542,22,21,6.236243724822998
543,22,22,5.9481706619262695
544,22,23,6.7139434814453125
545,23,0,7.343339920043945
546,23,1,7.709985733032227
547,23,2,8.379983901977539
548,23,3,8.459310531616211
549,23,4,8.914670944213867
550,23,5,8.188766479492188
551,23,6,7.010499954223633
552,23,7,6.7174296379089355
553,23,8,6.95663595199585
554,23,9,10.753195762634277
555,23,10,11.4224214553833
556,23,11,11.692717552185059
557,23,12,12.466838836669922
558,23,13,13.138265609741211
559,23,14,10.90869426727295
560,23,15,12.127501487731934
561,23,16,11.734564781188965
562,23,17,11.430774688720703
563,23,18,11.596243858337402
564,23,19,12.802188873291016
565,23,20,12.757903099060059
566,23,21,10.417807579040527
567,23,22,13.06694221496582
568,23,23,8.260225296020508
569,24,0,7.5804877281188965
570,24,1,7.091277599334717
571,24,2,6.965843677520752
572,24,3,7.799504280090332
573,24,4,7.843551158905029
574,24,5,6.862370014190674
575,24,6,6.235410213470459
576,24,7,6.959068298339844
577,24,8,7.7646260261535645
578,24,9,7.192641735076904
579,24,10,6.656142711639404
580,24,11,8.167272567749023
581,24,12,8.11684799194336
582,24,13,8.236360549926758
583,24,14,7.652337551116943
584,24,15,7.645847797393799
585,24,16,7.447806358337402
586,24,17,6.967966079711914
587,24,18,6.651992321014404
588,24,19,6.501409530639648
589,24,20,6.537235736846924
590,24,21,6.368640899658203
591,24,22,6.255045413970947
592,24,23,5.938521862030029
593,25,0,5.489720821380615
594,25,1,5.376527786254883
595,25,2,6.265432834625244
596,25,3,6.2724995613098145
597,25,4,5.757379531860352
598,25,5,5.588986873626709
599,25,6,5.23128604888916
600,25,7,6.0534162521362305
601,25,8,5.535655975341797
602,25,9,5.687370777130127
603,25,10,5.527854919433594
604,25,11,6.1873979568481445
605,25,12,6.938417434692383
606,25,13,7.8454999923706055
607,25,14,7.1271538734436035
608,25,15,6.408864498138428
609,25,16,6.1637773513793945
610,25,17,5.638516902923584
611,25,18,5.1158857345581055
612,25,19,4.256901741027832
613,25,20,5.244541645050049
614,25,21,5.036159038543701
615,25,22,4.309152603149414
616,25,23,4.783972263336182
617,26,0,4.489065647125244
618,26,1,4.288167953491211
619,26,2,4.337255001068115
620,26,3,4.309106349945068
621,26,4,3.850602149963379
622,26,5,4.118648529052734
623,26,6,4.159303188323975
624,26,7,3.892646074295044
625,26,8,3.5910322666168213
626,26,9,4.187694549560547
627,26,10,5.654334545135498
628,26,11,6.823299407958984
629,26,12,7.063083648681641
630,26,13,7.3872551918029785
631,26,14,6.273229598999023
632,26,15,5.655019760131836
633,26,16,6.126296043395996
634,26,17,5.547661304473877
635,26,18,4.55001163482666
636,26,19,4.283271789550781
637,26,20,4.282750129699707
638,26,21,5.348341941833496
639,26,22,5.030474662780762
640,26,23,5.12217378616333
641,27,0,5.677578449249268
642,27,1,5.662794589996338
643,27,2,5.878322601318359
644,27,3,6.237862586975098
645,27,4,5.775084972381592
646,27,5,5.82816743850708
647,27,6,6.141201019287109
648,27,7,5.259366035461426
649,27,8,5.249654293060303
650,27,9,5.896067142486572
651,27,10,7.368358612060547
652,27,11,7.983913421630859
653,27,12,7.969963550567627
654,27,13,8.30897045135498
655,27,14,7.287020206451416
656,27,15,7.473329067230225
657,27,16,7.5009989738464355
658,27,17,7.9801812171936035
659,27,18,8.2829008102417
660,27,19,8.292459487915039
661,27,20,8.78358268737793
662,27,21,8.515815734863281
663,27,22,8.680889129638672
664,27,23,9.142746925354004
665,28,0,10.085505485534668
666,28,1,9.878083229064941
667,28,2,9.83460807800293
668,28,3,10.309794425964355
669,28,4,10.63618278503418
670,28,5,10.017524719238281
671,28,6,10.079360961914062
672,28,7,10.01491641998291
673,28,8,9.735310554504395
674,28,9,9.993890762329102
675,28,10,9.278489112854004
676,28,11,9.263505935668945
677,28,12,9.04311752319336
678,28,13,8.880597114562988
679,28,14,9.278204917907715
680,28,15,8.020435333251953
681,28,16,7.8546247482299805
682,28,17,7.0351433753967285
683,28,18,6.549407958984375
684,28,19,7.066792011260986
685,28,20,6.940329551696777
686,28,21,6.3572492599487305
687,28,22,6.589633941650391
688,28,23,6.175921440124512
689,29,0,5.595541000366211
690,29,1,5.405930995941162
691,29,2,4.782380104064941
692,29,3,4.490276336669922
693,29,4,3.6750593185424805
694,29,5,3.7071824073791504
695,29,6,3.0797693729400635
696,29,7,2.101249933242798
697,29,8,2.9437153339385986
698,29,9,3.927530288696289
699,29,10,5.282837867736816
700,29,11,6.622445106506348
701,29,12,6.4374566078186035
702,29,13,6.379135608673096
703,29,14,6.73897647857666
704,29,15,6.686549663543701
705,29,16,5.753138542175293
706,29,17,5.607593536376953
707,29,18,5.216000556945801
708,29,19,4.177837371826172
709,29,20,4.067934036254883
710,29,21,3.2990000247955322
711,29,22,3.2903289794921875
712,29,23,1.3787431716918945
713,30,0,1.025476336479187
714,30,1,0.20753604173660278
715,30,2,-0.4843302369117737
716,30,3,0.7746161222457886
717,30,4,0.9634328484535217
718,30,5,2.067727565765381
719,30,6,4.1577229499816895
720,30,7,3.7037911415100098
721,30,8,4.413619041442871
722,30,9,6.784439563751221
723,30,10,6.883358001708984
724,30,11,7.665280342102051
725,30,12,8.185317993164062
726,30,13,7.586655139923096
727,30,14,6.88161039352417
728,30,15,7.052276134490967
729,30,16,6.377349853515625
730,30,17,5.6564717292785645
731,30,18,5.464587211608887
732,30,19,5.58101224899292
733,30,20,3.6668338775634766
734,30,21,3.270892858505249
735,30,22,3.4310309886932373
736,30,23,3.021881103515625
737,31,0,1.0941574573516846
738,31,1,0.26424288749694824
739,31,2,0.36011600494384766
740,31,3,-0.05886739492416382
741,31,4,0.1581299602985382
742,31,5,0.6806250214576721
743,31,6,0.8470839858055115
744,31,7,0.9416018724441528
745,31,8,-0.16255980730056763
746,31,9,2.2949185371398926
747,31,10,2.1562774181365967
748,31,11,3.5340640544891357
749,31,12,3.3842592239379883
750,31,13,5.357212543487549
751,31,14,4.563019275665283
752,31,15,4.00266170501709
753,31,16,3.2683284282684326
754,31,17,2.8257577419281006
755,31,18,1.1233253479003906
756,31,19,0.5058227181434631
757,31,20,1.7739077806472778
758,31,21,1.5381319522857666
759,31,22,3.183872699737549
760,31,23,3.877106189727783
761,32,0,3.062241315841675
762,32,1,1.5971814393997192
763,32,2,2.7384262084960938
764,32,3,2.1725387573242188
765,32,4,2.3118672370910645
766,32,5,2.089071273803711
767,32,6,2.2398841381073
768,32,7,2.131641387939453
769,32,8,2.527029514312744
770,32,9,2.6422231197357178
771,32,10,2.4205830097198486
772,32,11,3.208376169204712
773,32,12,3.8055660724639893
774,32,13,3.6843011379241943
775,32,14,4.195006370544434
776,32,15,3.8089842796325684
777,32,16,3.756659984588623
778,32,17,3.435736894607544
779,32,18,3.291466236114502
780,32,19,3.0620226860046387
781,32,20,3.0435609817504883
782,32,21,3.409083127975464
783,32,22,3.3711295127868652
784,32,23,3.1100680828094482
785,33,0,3.3274056911468506
786,33,1,2.5781538486480713
787,33,2,1.8083463907241821
788,33,3,0.6373089551925659
789,33,4,1.290205955505371
790,33,5,0.9024568200111389
791,33,6,0.4802510440349579
792,33,7,0.5872358083724976
793,33,8,0.698297381401062
794,33,9,-0.046868085861206055
795,33,10,0.22996878623962402
796,33,11,0.7268064618110657
797,33,12,0.8613725900650024
798,33,13,0.6089826822280884
799,33,14,0.9505029916763306
800,33,15,1.404829502105713
801,33,16,0.7277548313140869
802,33,17,0.8247309923171997
803,33,18,-0.543494701385498
804,33,19,-0.6096043586730957
805,33,20,-0.6597385406494141
806,33,21,-0.9048315286636353
807,33,22,-1.005727767944336
808,33,23,-1.0879055261611938
809,34,0,-0.9855862855911255
810,34,1,-2.3301384449005127
811,34,2,-1.5126805305480957
812,34,3,-1.7472538948059082
813,34,4,-0.6185852289199829
814,34,5,-0.12697988748550415
815,34,6,-1.3482997417449951
816,34,7,-0.8283026218414307
817,34,8,0.19414547085762024
818,34,9,0.43004247546195984
819,34,10,0.8360782861709595
820,34,11,-0.0054087042808532715
821,34,12,1.1428354978561401
822,34,13,1.5406346321105957
823,34,14,2.7817845344543457
824,34,15,1.9389188289642334
825,34,16,0.7974514961242676
826,34,17,-0.2387845516204834
827,34,18,-0.5772178173065186
828,34,19,0.6973080635070801
829,34,20,-0.17745983600616455
830,34,21,-2.9385390281677246
831,34,22,-1.023534893989563
832,34,23,0.9839147329330444
833,35,0,0.6226526498794556
834,35,1,0.35773807764053345
835,35,2,-1.3285282850265503
836,35,3,-0.060757994651794434
837,35,4,-0.20729821920394897
838,35,5,-2.3356306552886963
839,35,6,-0.7040166854858398
840,35,7,-2.002612590789795
841,35,8,-1.1173166036605835
842,35,9,-0.47558653354644775
843,35,10,0.7646254301071167
844,35,11,0.783754825592041
845,35,12,0.39499080181121826
846,35,13,1.9015753269195557
847,35,14,1.450628399848938
848,35,15,1.6943784952163696
849,35,16,0.5731172561645508
850,35,17,0.2391708493232727
851,35,18,0.1884147822856903
852,35,19,-1.4633921384811401
853,35,20,-1.2813513278961182
854,35,21,-1.4454991817474365
855,35,22,-1.9077796936035156
856,35,23,-3.031557083129883
857,36,0,-2.8937010765075684
858,36,1,-2.619856357574463
859,36,2,-2.284944534301758
860,36,3,-2.581328868865967
861,36,4,-2.633364200592041
862,36,5,-2.0823590755462646
863,36,6,-1.8365232944488525
864,36,7,-2.970578670501709
865,36,8,-0.30118751525878906
866,36,9,-1.6088674068450928
867,36,10,-1.6861486434936523
868,36,11,-0.5302813053131104
869,36,12,-0.5829552412033081
870,36,13,-0.9330494403839111
871,36,14,-1.4714654684066772
872,36,15,-1.6603024005889893
873,36,16,-3.894226551055908
874,36,17,-3.740996837615967
875,36,18,-3.598078727722168
876,36,19,-4.486997604370117
877,36,20,-5.1577348709106445
878,36,21,-5.649776935577393
879,36,22,-8.008393287658691
880,36,23,-7.544955253601074
881,37,0,-6.555929660797119
882,37,1,-5.260628700256348
883,37,2,-6.8661017417907715
884,37,3,-6.178510665893555
885,37,4,-5.560449123382568
886,37,5,-6.373875141143799
887,37,6,-5.446995258331299
888,37,7,-6.908082485198975
889,37,8,-5.821445941925049
890,37,9,-2.2397665977478027
891,37,10,-2.301358461380005
892,37,11,-0.7473629713058472
893,37,12,-0.9833828210830688
894,37,13,-0.7398535013198853
895,37,14,-1.07504141330719
896,37,15,-0.10870641469955444
897,37,16,-2.1831610202789307
898,37,17,-3.6723127365112305
899,37,18,-3.7552566528320312
900,37,19,-4.3594794273376465
901,37,20,-4.376935958862305
902,37,21,-4.392370700836182
903,37,22,-6.137207508087158
904,37,23,-5.053683757781982
905,38,0,-7.366518020629883
906,38,1,-3.6654391288757324
907,38,2,-5.144033432006836
908,38,3,-6.127203464508057
909,38,4,-6.602169513702393
910,38,5,-6.970095157623291
911,38,6,-7.150089740753174
912,38,7,-8.575576782226562
913,38,8,-8.195663452148438
914,38,9,-4.901669979095459
915,38,10,-1.7163877487182617
916,38,11,-0.08017820119857788
917,38,12,-1.8279147148132324
918,38,13,-1.0521737337112427
919,38,14,-2.2186872959136963
920,38,15,-3.246288776397705
921,38,16,-3.455328941345215
922,38,17,-2.7445778846740723
923,38,18,-4.707067489624023
924,38,19,-3.2092771530151367
925,38,20,-4.0622076988220215
926,38,21,-3.832427978515625
927,38,22,-3.1285269260406494
928,38,23,-3.7711548805236816
929,39,0,-5.115605354309082
930,39,1,-5.068441867828369
931,39,2,-7.420216083526611
932,39,3,-5.977169990539551
933,39,4,-5.5793938636779785
934,39,5,-7.370906352996826
935,39,6,-8.333417892456055
936,39,7,-8.673399925231934
937,39,8,-8.647156715393066
938,39,9,-5.62315559387207
939,39,10,-1.5935118198394775
940,39,11,-0.9488613605499268
941,39,12,-0.15343338251113892
942,39,13,0.3735108971595764
943,39,14,0.3156973123550415
